FundID,ISIN,CUSIP,Ticker,SEDOL,Basket Shares,Currency,Country Restriction,Trade Country,IDENTIFIER,CIN,SSC_ASSET_ID,ROUND LOT,TIP FACTOR,PAR,INTEREST RATE,MATURITY DATE,FUND TICKER,FUND NAME,BASKET DATE,CORPORATE ACTION FACTOR,INTEREST FACTOR,SUPPRESSPRICE,SUPPLEMENTAL_ID_1,SUPPLEMENTAL_ID_2,RIC,BBG,DERIV_TYPE
HRTP,,,GS,,-14,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GS..C960.20260220,,GS    260220C00960000,GS US 02/20/26 C960 EQUITY,OP
HRCL - TD,,,GS,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GS..P885.20260220,,GS    260220P00885000,GS US 02/20/26 P885 EQUITY,OP
HRCL - TD,,,GS,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GS..P915.20260220,,GS    260220P00915000,GS US 02/20/26 P915 EQUITY,OP
HRCL,,,GS,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GS..C990.20260306,,GS    260306C00990000,GS US 03/06/26 C990 EQUITY,OP
HRCL - TD,,,GS,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GS..P835.20260306,,GS    260306P00835000,GS US 03/06/26 P835 EQUITY,OP
HRTS,,,GSK,,-118,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GSK..C48-5.20260220,,GSK   260220C00048500,GSK US 02/20/26 C48.5 EQUITY,OP
HRTG,,,GTY,,-87,USD,N,US,,,,,,,,,,,,,,,EO.US.US.GTY..C30.20260220,,GTY   260220C00030000,GTY US 02/20/26 C30 EQUITY,OP
HRQA,,,GWO,,-162,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.GWO..C69.20260220,,GWO   260220C00069000,GWO CN 02/20/26 C69. Equity,OP
HRVG,,,H,,-7,USD,N,US,,,,,,,,,,,,,,,EO.US.US.H..C165.20260220,,H     260220C00165000,H US 02/20/26 C165 EQUITY,OP
HRQM,,,H,,-44,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.H..C54.20260220,,H     260220C00054000,H CN 02/20/26 C54. Equity,OP
HRTP,,,HBAN,,-1112,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HBAN..C19.20260220,,HBAN  260220C00019000,HBAN US 02/20/26 C19 EQUITY,OP
HRVG,,,HLT,,-18,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HLT..C297-5.20260220,,HLT   260220C00297500,HLT US 02/20/26 C297.5 EQUITY,OP
HRQP,,,HOOD,,-15,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HOOD..C106.20260220,,HOOD  260220C00106000,HOOD US 02/20/26 C106 EQUITY,OP
HRQP,,,HOOD,,-22,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HOOD..C110.20260220,,HOOD  260220C00110000,HOOD US 02/20/26 C110 EQUITY,OP
HRQL,,,HOOD,,-124,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HOOD..C115.20260220,,HOOD  260220C00115000,HOOD US 02/20/26 C115 EQUITY,OP
HRQ4,,,HOOD,,-533,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HOOD..C115.20260220,,HOOD  260220C00115000,HOOD US 02/20/26 C115 EQUITY,OP
HRQ4,,,HOOD,,-632,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HOOD..C87.20260306,,HOOD  260306C00087000,HOOD US 03/06/26 C87 EQUITY,OP
HRVG,,,HST,,-56,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HST..C18-85.20260220,,HST   260220C00018850,HST US 02/20/26 C18.85 EQUITY,OP
HRQL,,,HUT,,-123,USD,N,US,,,,,,,,,,,,,,,EO.US.US.HUT..C60.20260220,,HUT   260220C00060000,HUT US 02/20/26 C60 EQUITY,OP
HRQJ,,,IBIT,,-1528,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IBIT..C55.20260220,,IBIT  260220C00055000,IBIT US 02/20/26 C55 EQUITY,OP
HRQL,,,IBIT,,-216,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IBIT..C57.20260220,,IBIT  260220C00057000,IBIT US 02/20/26 C57 EQUITY,OP
HRQJ,,,IBIT,,-1279,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IBIT..C42.20260306,,IBIT  260306C00042000,IBIT US 03/06/26 C42 EQUITY,OP
HRVL,,,IEF,,-1803,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IEF..C96.20260220,,IEF   260220C00096000,IEF US 02/20/26 C96 EQUITY,OP
HRVL,,,IEF,,-2886,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IEF..C96.20260227,,IEF   260227C00096000,IEF US 02/27/26 C96 EQUITY,OP
HRVL,,,IEF,,-4300,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IEF..C97-5.20260313,,IEF   260313C00097500,IEF US 03/13/26 C97.5 EQUITY,OP
HRQM,,,IFC,,-18,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.IFC..C280.20260220,,IFC   260220C00280000,IFC CN 02/20/26 C280. Equity,OP
HRQA,,,IGM,,-176,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.IGM..C68.20260220,,IGM   260220C00068000,IGM CN 02/20/26 C68. Equity,OP
HR21,,,INTU,,-43,USD,N,US,,,,,,,,,,,,,,,EO.US.US.INTU..C550.20260220,,INTU  260220C00550000,INTU US 02/20/26 C550 EQUITY,OP
HRTG,,,INVH,,-83,USD,N,US,,,,,,,,,,,,,,,EO.US.US.INVH..C27-5.20260220,,INVH  260220C00027500,INVH US 02/20/26 C27.5 EQUITY,OP
HRVP,,,IR,,-32,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IR..C100.20260220,,IR    260220C00100000,IR US 02/20/26 C100 EQUITY,OP
HRVP,,,IR,,-64,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IR..C85.20260220,,IR    260220C00085000,IR US 02/20/26 C85 EQUITY,OP
HRQL,,,IREN,,-318,USD,N,US,,,,,,,,,,,,,,,EO.US.US.IREN..C60.20260220,,IREN  260220C00060000,IREN US 02/20/26 C60 EQUITY,OP
HRTH,,,ISRG,,-220,USD,N,US,,,,,,,,,,,,,,,EO.US.US.ISRG..C535.20260220,,ISRG  260220C00535000,ISRG US 02/20/26 C535 EQUITY,OP
HRTH,,,JNJ,,-653,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JNJ..C220.20260220,,JNJ   260220C00220000,JNJ US 02/20/26 C220 EQUITY,OP
HRTS,,,JNJ,,-23,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JNJ..C220.20260220,,JNJ   260220C00220000,JNJ US 02/20/26 C220 EQUITY,OP
HRA9,,,JNJ,,-16,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JNJ..C220.20260220,,JNJ   260220C00220000,JNJ US 02/20/26 C220 EQUITY,OP
HRA9,,,JNJ,,-14,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JNJ..C230.20260306,,JNJ   260306C00230000,JNJ US 03/06/26 C230 EQUITY,OP
HRT9,,,JPM,,-143,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C310.20260220,,JPM   260220C00310000,JPM US 02/20/26 C310 EQUITY,OP
HRTP,,,JPM,,-38,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C310.20260220,,JPM   260220C00310000,JPM US 02/20/26 C310 EQUITY,OP
HRCF,,,JPM,,-11,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C315.20260220,,JPM   260220C00315000,JPM US 02/20/26 C315 EQUITY,OP
HRCL,,,JPM,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C320.20260220,,JPM   260220C00320000,JPM US 02/20/26 C320 EQUITY,OP
HRCL,,,JPM,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C325.20260220,,JPM   260220C00325000,JPM US 02/20/26 C325 EQUITY,OP
HRCL - TD,,,JPM,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..P290.20260220,,JPM   260220P00290000,JPM US 02/20/26 P290 EQUITY,OP
HRCL - TD,,,JPM,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..P295.20260220,,JPM   260220P00295000,JPM US 02/20/26 P295 EQUITY,OP
HRCF,,,JPM,,-6,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C310.20260306,,JPM   260306C00310000,JPM US 03/06/26 C310 EQUITY,OP
HRCL,,,JPM,,-4,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C335.20260306,,JPM   260306C00335000,JPM US 03/06/26 C335 EQUITY,OP
HRCL - TD,,,JPM,,-5,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..P275.20260306,,JPM   260306P00275000,JPM US 03/06/26 P275 EQUITY,OP
HRCF,,,JPM,,-6,USD,N,US,,,,,,,,,,,,,,,EO.US.US.JPM..C310.20260320,,JPM   260320C00310000,JPM US 03/20/26 C310 EQUITY,OP
HRQA,,,KEY,,-256,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.KEY..C46.20260220,,KEY   260220C00046000,KEY CN 02/20/26 C46. Equity,OP
HRT9,,,KO,,-938,USD,N,US,,,,,,,,,,,,,,,EO.US.US.KO..C72.20260220,,KO    260220C00072000,KO US 02/20/26 C72 EQUITY,OP
HRTM,DE000F29BZE0,,KPN,,-410700,EUR,N,DE,,,,,,,,,,,,,,,EO.DE.DE.KPN..C3-95.20260220,,KPN   260220C00003950,KPN GR 02/20/26 C3.95 Equity,OP
HRQM,,,L,,-55,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.L..C64.20260220,,L     260220C00064000,L CN 02/20/26 C64. Equity,OP
HRQP,,,LLY,,-5,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1035.20260220,,LLY   260220C01035000,LLY US 02/20/26 C1035 EQUITY,OP
HRTH,,,LLY,,-88,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1040.20260220,,LLY   260220C01040000,LLY US 02/20/26 C1040 EQUITY,OP
HRTS,,,LLY,,-3,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1040.20260220,,LLY   260220C01040000,LLY US 02/20/26 C1040 EQUITY,OP
HRQE,,,LLY,,-41,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1060.20260220,,LLY   260220C01060000,LLY US 02/20/26 C1060 EQUITY,OP
HRVR,,,LLY,,-270,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1060.20260220,,LLY   260220C01060000,LLY US 02/20/26 C1060 EQUITY,OP
HRQP,,,LLY,,-8,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1060.20260220,,LLY   260220C01060000,LLY US 02/20/26 C1060 EQUITY,OP
HRCL,,,LLY,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1130.20260220,,LLY   260220C01130000,LLY US 02/20/26 C1130 EQUITY,OP
HRCL - TD,,,LLY,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..P960.20260220,,LLY   260220P00960000,LLY US 02/20/26 P960 EQUITY,OP
HRCL - TD,,,LLY,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..P970.20260220,,LLY   260220P00970000,LLY US 02/20/26 P970 EQUITY,OP
HRQE,,,LLY,,-33,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1070.20260306,,LLY   260306C01070000,LLY US 03/06/26 C1070 EQUITY,OP
HRVR,,,LLY,,-264,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1070.20260306,,LLY   260306C01070000,LLY US 03/06/26 C1070 EQUITY,OP
HRCL,,,LLY,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..C1115.20260306,,LLY   260306C01115000,LLY US 03/06/26 C1115 EQUITY,OP
HRCL - TD,,,LLY,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LLY..P965.20260306,,LLY   260306P00965000,LLY US 03/06/26 P965 EQUITY,OP
HRVP,,,LMT,,-16,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LMT..C585.20260220,,LMT   260220C00585000,LMT US 02/20/26 C585 EQUITY,OP
HRQA,,,LUG,,-96,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.LUG..C125.20260220,,LUG   260220C00125000,LUG CN 02/20/26 C125. Equity,OP
HRVG,,,LUV,,-56,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LUV..C43-5.20260220,,LUV   260220C00043500,LUV US 02/20/26 C43.5 EQUITY,OP
HRVG,,,LVS,,-52,USD,N,US,,,,,,,,,,,,,,,EO.US.US.LVS..C59.20260220,,LVS   260220C00059000,LVS US 02/20/26 C59 EQUITY,OP
HRTG,,,MAA,,-16,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MAA..C135.20260220,,MAA   260220C00135000,MAA US 02/20/26 C135 EQUITY,OP
HRVG,,,MAR,,-16,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MAR..C322-5.20260220,,MAR   260220C00322500,MAR US 02/20/26 C322.5 EQUITY,OP
HRQL,,,MARA,,-483,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MARA..C12.20260220,,MARA  260220C00012000,MARA US 02/20/26 C12 EQUITY,OP
HRT9,,,MCD,,-211,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MCD..C310.20260220,,MCD   260220C00310000,MCD US 02/20/26 C310 EQUITY,OP
HRCL,,,MCD,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MCD..C320.20260220,,MCD   260220C00320000,MCD US 02/20/26 C320 EQUITY,OP
HRCL,,,MCD,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MCD..C327-5.20260220,,MCD   260220C00327500,MCD US 02/20/26 C327.5 EQUITY,OP
HRCL - TD,,,MCD,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MCD..P290.20260220,,MCD   260220P00290000,MCD US 02/20/26 P290 EQUITY,OP
HRCL - TD,,,MCD,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MCD..P297-5.20260220,,MCD   260220P00297500,MCD US 02/20/26 P297.5 EQUITY,OP
HRCL,,,MCD,,-4,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MCD..C340.20260306,,MCD   260306C00340000,MCD US 03/06/26 C340 EQUITY,OP
HRCL - TD,,,MCD,,-5,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MCD..P315.20260306,,MCD   260306P00315000,MCD US 03/06/26 P315 EQUITY,OP
HRTH,,,MDT,,-981,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MDT..C98.20260220,,MDT   260220C00098000,MDT US 02/20/26 C98 EQUITY,OP
HR21,,,META,,-85,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C612-5.20260220,,META  260220C00612500,META US 02/20/26 C612.5 EQUITY,OP
HRQP,,,META,,-10,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C635.20260220,,META  260220C00635000,META US 02/20/26 C635 EQUITY,OP
HRV3,,,META,,-224,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C660.20260220,,META  260220C00660000,META US 02/20/26 C660 EQUITY,OP
HRCL,,,META,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C660.20260220,,META  260220C00660000,META US 02/20/26 C660 EQUITY,OP
HRQP,,,META,,-7,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C685.20260220,,META  260220C00685000,META US 02/20/26 C685 EQUITY,OP
HRCL,,,META,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C780.20260220,,META  260220C00780000,META US 02/20/26 C780 EQUITY,OP
HRCL - TD,,,META,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..P560.20260220,,META  260220P00560000,META US 02/20/26 P560 EQUITY,OP
HRCL - TD,,,META,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..P665.20260220,,META  260220P00665000,META US 02/20/26 P665 EQUITY,OP
HRV3,,,META,,-260,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C675.20260306,,META  260306C00675000,META US 03/06/26 C675 EQUITY,OP
HRCL,,,META,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..C725.20260306,,META  260306C00725000,META US 03/06/26 C725 EQUITY,OP
HRCL - TD,,,META,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.META..P600.20260306,,META  260306P00600000,META US 03/06/26 P600 EQUITY,OP
HRQA,,,MFC,,-222,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.MFC..C54.20260220,,MFC   260220C00054000,MFC CN 02/20/26 C54. Equity,OP
HRQA,,,MG,,-147,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.MG..C80.20260220,,MG    260220C00080000,MG CN 02/20/26 C80. Equity,OP
HRVG,,,MGM,,-33,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MGM..C35.20260220,,MGM   260220C00035000,MGM US 02/20/26 C35 EQUITY,OP
HRTH,,,MRK,,-1314,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MRK..C110.20260220,,MRK   260220C00110000,MRK US 02/20/26 C110 EQUITY,OP
HRTS,,,MRK,,-44,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MRK..C110.20260220,,MRK   260220C00110000,MRK US 02/20/26 C110 EQUITY,OP
HRTG,ES0A06760961,,MRL,,-9700,EUR,N,ES,,,,,,,,,,,,,,,EO.ES.MA.MRL..C12-5.20260220,,MRL   260220C00012500,MRL SM 02/20/26 C12.5 Equity,OP
HRQM,,,MRU,,-20,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.MRU..C98.20260220,,MRU   260220C00098000,MRU CN 02/20/26 C98. Equity,OP
HRT9,,,MS,,-261,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MS..C185.20260220,,MS    260220C00185000,MS US 02/20/26 C185 EQUITY,OP
HRTP,,,MS,,-72,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MS..C185.20260220,,MS    260220C00185000,MS US 02/20/26 C185 EQUITY,OP
HR21,,,MSFT,,-81,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C457-5.20260220,,MSFT  260220C00457500,MSFT US 02/20/26 C457.5 EQUITY,OP
HRT9,,,MSFT,,-81,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C457-5.20260220,,MSFT  260220C00457500,MSFT US 02/20/26 C457.5 EQUITY,OP
HRCL,,,MSFT,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C462-5.20260220,,MSFT  260220C00462500,MSFT US 02/20/26 C462.5 EQUITY,OP
HRQP,,,MSFT,,-16,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C465.20260220,,MSFT  260220C00465000,MSFT US 02/20/26 C465 EQUITY,OP
HRVS,,,MSFT,,-74,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C470.20260220,,MSFT  260220C00470000,MSFT US 02/20/26 C470 EQUITY,OP
HRVU,,,MSFT,,-366,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C470.20260220,,MSFT  260220C00470000,MSFT US 02/20/26 C470 EQUITY,OP
HRCL,,,MSFT,,-1,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C485.20260220,,MSFT  260220C00485000,MSFT US 02/20/26 C485 EQUITY,OP
HRQP,,,MSFT,,-11,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C490.20260220,,MSFT  260220C00490000,MSFT US 02/20/26 C490 EQUITY,OP
HRCL - TD,,,MSFT,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..P395.20260220,,MSFT  260220P00395000,MSFT US 02/20/26 P395 EQUITY,OP
HRCL - TD,,,MSFT,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..P415.20260220,,MSFT  260220P00415000,MSFT US 02/20/26 P415 EQUITY,OP
HRVS,,,MSFT,,-101,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C415.20260306,,MSFT  260306C00415000,MSFT US 03/06/26 C415 EQUITY,OP
HRVU,,,MSFT,,-352,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C415.20260306,,MSFT  260306C00415000,MSFT US 03/06/26 C415 EQUITY,OP
HRCL,,,MSFT,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..C445.20260306,,MSFT  260306C00445000,MSFT US 03/06/26 C445 EQUITY,OP
HRCL - TD,,,MSFT,,-2,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSFT..P385.20260306,,MSFT  260306P00385000,MSFT US 03/06/26 P385 EQUITY,OP
HR21,,,MSI,,-98,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSI..C400.20260220,,MSI   260220C00400000,MSI US 02/20/26 C400 EQUITY,OP
HRQP,,,MSTR,,-12,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C162-5.20260220,,MSTR  260220C00162500,MSTR US 02/20/26 C162.5 EQUITY,OP
HRQP,,,MSTR,,-17,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C175.20260220,,MSTR  260220C00175000,MSTR US 02/20/26 C175 EQUITY,OP
HRV4,,,MSTR,,-351,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C180.20260220,,MSTR  260220C00180000,MSTR US 02/20/26 C180 EQUITY,OP
HRV8,,,MSTR,,-2871,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C180.20260220,,MSTR  260220C00180000,MSTR US 02/20/26 C180 EQUITY,OP
HRQL,,,MSTR,,-89,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C180.20260220,,MSTR  260220C00180000,MSTR US 02/20/26 C180 EQUITY,OP
HRV4,,,MSTR,,-435,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C140.20260306,,MSTR  260306C00140000,MSTR US 03/06/26 C140 EQUITY,OP
HRV8,,,MSTR,,-2243,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C140.20260306,,MSTR  260306C00140000,MSTR US 03/06/26 C140 EQUITY,OP
HRV4,,,MSTR,,-293,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C140.20260313,,MSTR  260313C00140000,MSTR US 03/13/26 C140 EQUITY,OP
HRV8,,,MSTR,,-2262,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MSTR..C140.20260313,,MSTR  260313C00140000,MSTR US 03/13/26 C140 EQUITY,OP
HRVG,,,MTN,,-5,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MTN..C145.20260220,,MTN   260220C00145000,MTN US 02/20/26 C145 EQUITY,OP
HR21,,,MU,,-176,USD,N,US,,,,,,,,,,,,,,,EO.US.US.MU..C370.20260220,,MU    260220C00370000,MU US 02/20/26 C370 EQUITY,OP
HRCJ,,,NA,,-13,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.NA..C168.20260220,,NA    260220C00168000,NA CN 02/20/26 C168. Equity,OP
HRQA,,,NA,,-64,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.NA..C174.20260220,,NA    260220C00174000,NA CN 02/20/26 C174. Equity,OP
HRQM,,,NA,,-37,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.NA..C174.20260220,,NA    260220C00174000,NA CN 02/20/26 C174. Equity,OP
HRCJ,,,NA,,-9,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.NA..C174.20260220,,NA    260220C00174000,NA CN 02/20/26 C174. Equity,OP
HRCJ - TD,,,NA,,-13,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.NA..P156.20260220,,NA    260220P00156000,NA CN 02/20/26 P156. Equity,OP
HRCJ - TD,,,NA,,-10,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.NA..P162.20260220,,NA    260220P00162000,NA CN 02/20/26 P162. Equity,OP
HRVG,,,NCLH,,-46,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NCLH..C21-5.20260220,,NCLH  260220C00021500,NCLH US 02/20/26 C21.5 EQUITY,OP
HRQP,,,NFLX,,-39,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NFLX..C87.20260220,,NFLX  260220C00087000,NFLX US 02/20/26 C87 EQUITY,OP
HRV9,,,NFLX,,-1082,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NFLX..C90.20260220,,NFLX  260220C00090000,NFLX US 02/20/26 C90 EQUITY,OP
HRQP,,,NFLX,,-58,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NFLX..C90.20260220,,NFLX  260220C00090000,NFLX US 02/20/26 C90 EQUITY,OP
HRV9,,,NFLX,,-1381,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NFLX..C83.20260306,,NFLX  260306C00083000,NFLX US 03/06/26 C83 EQUITY,OP
HRTM,GB00N5XPC640,,NGG,,-156300,GBP,N,GB,,,,,,,,,,,,,,,EO.GB.L.NGG..C1220.20260220,,NGG   260220C01220000,NGG LN 02/20/26 C1220. Equity,OP
HR21,,,NOW,,-455,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NOW..C137.20260220,,NOW   260220C00137000,NOW US 02/20/26 C137 EQUITY,OP
HRQA,,,NTR,,-129,CAD,N,CA,,,,,,,,,,,,,,,EO.CA.TO.NTR..C96.20260220,,NTR   260220C00096000,NTR CN 02/20/26 C96. Equity,OP
HR21,,,NVDA,,-281,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C182-5.20260220,,NVDA  260220C00182500,NVDA US 02/20/26 C182.5 EQUITY,OP
HRVX,,,NVDA,,-302,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C190.20260220,,NVDA  260220C00190000,NVDA US 02/20/26 C190 EQUITY,OP
HRVY,,,NVDA,,-944,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C190.20260220,,NVDA  260220C00190000,NVDA US 02/20/26 C190 EQUITY,OP
HRQP,,,NVDA,,-47,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C190.20260220,,NVDA  260220C00190000,NVDA US 02/20/26 C190 EQUITY,OP
HRQP,,,NVDA,,-31,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C195.20260220,,NVDA  260220C00195000,NVDA US 02/20/26 C195 EQUITY,OP
HRCL,,,NVDA,,-3,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C195.20260220,,NVDA  260220C00195000,NVDA US 02/20/26 C195 EQUITY,OP
HRCL,,,NVDA,,-3,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C207-5.20260220,,NVDA  260220C00207500,NVDA US 02/20/26 C207.5 EQUITY,OP
HRCL - TD,,,NVDA,,-4,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..P160.20260220,,NVDA  260220P00160000,NVDA US 02/20/26 P160 EQUITY,OP
HRCL - TD,,,NVDA,,-4,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..P172-5.20260220,,NVDA  260220P00172500,NVDA US 02/20/26 P172.5 EQUITY,OP
HRVY,,,NVDA,,-814,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C195.20260227,,NVDA  260227C00195000,NVDA US 02/27/26 C195 EQUITY,OP
HRVX,,,NVDA,,-167,USD,N,US,,,,,,,,,,,,,,,EO.US.US.NVDA..C190.20260306,,NVDA  260306C00190000,NVDA US 03/06/26 C190 EQUITY,OP
